Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,1,Cogs,Difference Between Actual And Target Profit,Inventory,Ji Lu Shu,Margin,Marketing,Profit,Sales,Target Cogs,Target Margin,Target Profit,Target Sales,Total Expenses,Zero
541,12/1/2013 12:00:00 AM,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,1,29,7,490,1,44,8,37,78,20,30,30,50,19,0
915,10/1/2012 12:00:00 AM,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,1,76,-2,580,1,111,21,78,187,40,80,80,120,33,0
713,10/1/2012 12:00:00 AM,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,1,52,-44,405,1,71,17,26,123,30,80,70,110,45,0
217,10/1/2012 12:00:00 AM,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,1,76,-2,580,1,111,21,78,187,50,80,80,130,33,0
847,10/1/2012 12:00:00 AM,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,1,72,5,650,1,110,23,55,182,50,80,50,130,55,0
660,10/1/2012 12:00:00 AM,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,1,65,-35,1053,1,77,20,35,142,50,80,70,130,42,0
660,10/1/2012 12:00:00 AM,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,1,32,-52,833,1,47,8,28,79,30,80,80,110,19,0
405,10/1/2012 12:00:00 AM,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,1,82,5,788,1,123,27,65,205,50,80,60,130,58,0
715,10/1/2012 12:00:00 AM,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,1,56,-35,385,1,70,21,15,126,40,80,50,120,55,0
405,10/1/2012 12:00:00 AM,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,1,91,6,-1785,1,127,28,76,218,50,80,70,130,51,0
414,10/1/2012 12:00:00 AM,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,1,60,-23,329,1,99,18,57,159,40,80,80,120,42,0
419,11/1/2012 12:00:00 AM,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,1,55,-24,410,1,69,20,16,124,70,80,40,150,53,0
330,11/1/2012 12:00:00 AM,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,1,59,-17,411,1,79,19,33,138,50,80,50,130,46,0
650,11/1/2012 12:00:00 AM,West,Major Market,Green Tea,Leaves,Tea,California,Regular,1,75,19,659,1,114,24,59,189,50,80,40,130,55,0
314,11/1/2012 12:00:00 AM,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,1,69,-2,1060,1,81,21,38,150,60,80,40,140,43,0
503,11/1/2012 12:00:00 AM,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,1,46,-18,424,1,68,14,32,114,50,80,50,130,36,0
206,11/1/2012 12:00:00 AM,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,1,75,5,1063,1,89,23,45,164,70,80,40,150,44,0
203,11/1/2012 12:00:00 AM,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,1,61,-8,613,1,86,55,2,147,60,80,10,140,84,0
225,11/1/2012 12:00:00 AM,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,1,47,-16,834,1,68,13,44,115,50,80,60,130,24,0
541,11/1/2012 12:00:00 AM,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,1,52,-14,509,1,73,47,-4,125,60,80,10,140,77,0
435,11/1/2012 12:00:00 AM,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,1,53,-23,380,1,71,17,27,124,60,80,50,140,44,0
503,11/1/2012 12:00:00 AM,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,1,59,-17,411,1,79,19,33,138,50,80,50,130,46,0
920,11/1/2012 12:00:00 AM,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,1,53,-2,321,1,88,16,48,141,50,80,50,130,40,0
959,11/1/2012 12:00:00 AM,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,1,54,-9,885,1,78,15,51,132,50,80,60,130,27,0
740,12/1/2012 12:00:00 AM,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,1,46,-34,422,1,57,17,6,103,50,80,40,130,51,0
630,12/1/2012 12:00:00 AM,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,1,67,7,677,1,101,22,47,168,50,80,40,130,54,0
518,12/1/2012 12:00:00 AM,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,1,54,-8,601,1,79,15,52,133,50,80,60,130,27,0
213,12/1/2012 12:00:00 AM,West,Major Market,Green Tea,Leaves,Tea,California,Regular,1,67,-3,677,1,101,22,47,168,40,80,50,120,54,0
503,12/1/2012 12:00:00 AM,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,1,41,-25,435,1,60,13,25,101,40,80,50,120,35,0
715,12/1/2012 12:00:00 AM,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,1,65,-8,403,1,80,24,22,145,60,80,30,140,58,0
503,12/1/2012 12:00:00 AM,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,1,47,-27,521,1,65,42,-7,112,50,80,20,130,72,0
801,12/1/2012 12:00:00 AM,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,1,49,-29,392,1,65,16,21,114,50,80,50,130,44,0
509,12/1/2012 12:00:00 AM,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,1,65,-7,403,1,80,24,23,145,60,80,30,140,57,0
985,12/1/2012 12:00:00 AM,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,1,68,-4,619,1,85,25,26,153,60,80,30,140,59,0
432,10/1/2013 12:00:00 AM,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,1,76,36,580,1,111,21,116,199,40,80,80,120,33,0
325,10/1/2013 12:00:00 AM,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,1,52,-31,405,1,71,17,39,131,30,80,70,110,45,0
815,10/1/2013 12:00:00 AM,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,1,76,36,580,1,111,21,116,199,50,80,80,130,33,0
815,10/1/2013 12:00:00 AM,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,1,72,32,650,1,110,23,82,194,50,80,50,130,55,0
636,10/1/2013 12:00:00 AM,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,1,65,-18,1053,1,77,20,52,151,50,80,70,130,42,0
417,10/1/2013 12:00:00 AM,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,1,32,-38,833,1,47,8,42,84,30,80,80,110,19,0
405,10/1/2013 12:00:00 AM,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,1,82,36,788,1,123,27,96,218,50,80,60,130,58,0
414,10/1/2013 12:00:00 AM,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,1,56,-28,385,1,70,21,22,134,40,80,50,120,55,0
405,10/1/2013 12:00:00 AM,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,1,91,43,-1785,1,127,28,113,232,50,80,70,130,51,0
715,10/1/2013 12:00:00 AM,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,1,60,5,329,1,99,18,85,169,40,80,80,120,42,0
937,11/1/2013 12:00:00 AM,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,1,55,-16,410,1,69,20,24,132,70,80,40,150,53,0
234,11/1/2013 12:00:00 AM,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,1,59,-1,411,1,79,19,49,147,50,80,50,130,46,0
209,11/1/2013 12:00:00 AM,West,Major Market,Green Tea,Leaves,Tea,California,Regular,1,75,48,659,1,114,24,88,201,50,80,40,130,55,0
417,11/1/2013 12:00:00 AM,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,1,69,16,1060,1,81,21,56,160,60,80,40,140,43,0
503,11/1/2013 12:00:00 AM,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,1,46,-3,424,1,68,14,47,121,50,80,50,130,36,0
425,11/1/2013 12:00:00 AM,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,1,75,27,1063,1,89,23,67,175,70,80,40,150,44,0
475,11/1/2013 12:00:00 AM,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,1,61,-7,613,1,86,55,3,157,60,80,10,140,84,0
318,11/1/2013 12:00:00 AM,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,1,47,5,834,1,68,13,65,123,50,80,60,130,24,0
971,11/1/2013 12:00:00 AM,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,1,52,-16,509,1,73,47,-6,133,60,80,10,140,77,0
435,11/1/2013 12:00:00 AM,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,1,53,-10,380,1,71,17,40,132,60,80,50,140,44,0
541,11/1/2013 12:00:00 AM,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,1,59,-1,411,1,79,19,49,147,50,80,50,130,46,0
262,11/1/2013 12:00:00 AM,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,1,53,21,321,1,88,16,71,150,50,80,50,130,40,0
860,11/1/2013 12:00:00 AM,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,1,54,16,885,1,78,15,76,141,50,80,60,130,27,0
419,12/1/2013 12:00:00 AM,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,1,46,-31,422,1,57,17,9,110,50,80,40,130,51,0
708,12/1/2013 12:00:00 AM,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,1,67,30,677,1,101,22,70,179,50,80,40,130,54,0
585,12/1/2013 12:00:00 AM,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,1,54,17,601,1,79,15,77,142,50,80,60,130,27,0
510,12/1/2013 12:00:00 AM,West,Major Market,Green Tea,Leaves,Tea,California,Regular,1,67,20,677,1,101,22,70,179,40,80,50,120,54,0
541,12/1/2013 12:00:00 AM,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,1,41,-13,435,1,60,13,37,108,40,80,50,120,35,0
920,12/1/2013 12:00:00 AM,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,1,65,3,403,1,80,24,33,155,60,80,30,140,58,0
541,12/1/2013 12:00:00 AM,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,1,47,-30,521,1,65,42,-10,119,50,80,20,130,72,0
435,12/1/2013 12:00:00 AM,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,1,49,-19,392,1,65,16,31,121,50,80,50,130,44,0
509,12/1/2013 12:00:00 AM,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,1,65,4,403,1,80,24,34,155,60,80,30,140,57,0
318,12/1/2013 12:00:00 AM,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,1,68,9,619,1,85,25,39,163,60,80,30,140,59,0
214,10/1/2012 12:00:00 AM,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,1,39,-54,541,1,51,12,26,90,40,90,80,130,25,0
936,10/1/2012 12:00:00 AM,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,1,239,-155,1246,1,281,74,185,520,350,420,340,770,96,0
210,10/1/2012 12:00:00 AM,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,1,123,33,915,1,179,34,133,302,70,120,100,190,46,0
225,10/1/2012 12:00:00 AM,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,1,48,-35,851,1,70,13,45,118,70,90,80,160,25,0
225,10/1/2012 12:00:00 AM,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,1,48,-33,829,1,71,13,47,119,70,90,80,160,24,0
505,10/1/2012 12:00:00 AM,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,1,45,-57,447,1,69,14,23,114,50,110,80,160,46,0
918,10/1/2012 12:00:00 AM,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,1,90,-66,572,1,115,29,74,205,130,160,140,290,41,0
505,10/1/2012 12:00:00 AM,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,1,25,-22,-466,1,31,9,-12,56,10,20,10,30,43,0
225,10/1/2012 12:00:00 AM,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,1,103,-23,564,1,133,33,87,236,80,130,110,210,46,0
504,10/1/2012 12:00:00 AM,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,1,79,-26,593,1,98,30,34,177,60,90,60,150,64,0
405,10/1/2012 12:00:00 AM,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,1,96,-23,683,1,134,87,17,230,80,120,40,200,117,0
956,11/1/2012 12:00:00 AM,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,1,225,-56,1272,1,265,69,174,490,260,320,230,580,91,0
817,11/1/2012 12:00:00 AM,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,1,75,19,-1050,1,114,24,59,189,50,90,40,140,55,0
409,11/1/2012 12:00:00 AM,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,1,118,27,930,1,172,33,127,290,90,130,100,220,45,0
918,11/1/2012 12:00:00 AM,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,1,78,22,798,1,119,25,62,197,60,90,40,150,57,0
918,11/1/2012 12:00:00 AM,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,1,88,-19,561,1,112,29,71,200,100,130,90,230,41,0
918,11/1/2012 12:00:00 AM,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,1,102,29,-2003,1,143,31,89,245,80,100,60,180,54,0
337,11/1/2012 12:00:00 AM,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,1,101,5,552,1,130,33,85,231,90,120,80,210,45,0
505,11/1/2012 12:00:00 AM,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,1,15,-1,848,1,24,4,9,39,10,20,10,30,15,0
337,11/1/2012 12:00:00 AM,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,1,82,-2,601,1,102,31,38,184,70,100,40,170,64,0
580,11/1/2012 12:00:00 AM,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,1,94,-5,694,1,130,85,15,224,80,120,20,200,115,0
972,12/1/2012 12:00:00 AM,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,1,241,-52,1321,1,284,74,188,525,280,340,240,620,96,0
972,12/1/2012 12:00:00 AM,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,1,123,23,959,1,179,34,133,302,90,140,110,230,46,0
505,12/1/2012 12:00:00 AM,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,1,92,-24,1898,1,68,28,16,160,100,90,40,190,52,0
405,12/1/2012 12:00:00 AM,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,1,88,12,817,1,133,29,72,221,60,110,60,170,61,0
318,12/1/2012 12:00:00 AM,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,1,49,-24,845,1,71,13,46,120,50,90,70,140,25,0
505,12/1/2012 12:00:00 AM,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,1,48,-23,462,1,74,15,27,122,50,90,50,140,47,0
405,12/1/2012 12:00:00 AM,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,1,81,-34,551,1,104,26,66,185,90,130,100,220,38,0
505,12/1/2012 12:00:00 AM,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,1,20,-5,-598,1,25,7,-15,45,10,20,-10,30,40,0
918,12/1/2012 12:00:00 AM,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,1,134,31,-2248,1,186,41,121,320,100,140,90,240,65,0
225,12/1/2012 12:00:00 AM,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,1,94,7,540,1,120,31,77,214,80,110,70,190,43,0
505,12/1/2012 12:00:00 AM,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,1,16,-1,851,1,25,4,9,41,10,20,10,30,16,0
580,12/1/2012 12:00:00 AM,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,1,105,-10,716,1,145,95,20,250,90,140,30,230,125,0
281,10/1/2013 12:00:00 AM,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,1,39,-41,541,1,51,12,39,96,40,90,80,130,25,0
432,10/1/2013 12:00:00 AM,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,1,239,-65,1246,1,281,74,275,554,350,420,340,770,96,0
817,10/1/2013 12:00:00 AM,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,1,123,97,915,1,179,34,197,322,70,120,100,190,46,0
985,10/1/2013 12:00:00 AM,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,1,48,-13,851,1,70,13,67,126,70,90,80,160,25,0
337,10/1/2013 12:00:00 AM,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,1,48,-10,829,1,71,13,70,127,70,90,80,160,24,0
505,10/1/2013 12:00:00 AM,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,1,45,-46,447,1,69,14,34,121,50,110,80,160,46,0
918,10/1/2013 12:00:00 AM,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,1,90,-30,572,1,115,29,110,218,130,160,140,290,41,0
505,10/1/2013 12:00:00 AM,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,1,25,-28,-466,1,31,9,-18,60,10,20,10,30,43,0
318,10/1/2013 12:00:00 AM,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,1,103,19,564,1,133,33,129,251,80,130,110,210,46,0
225,10/1/2013 12:00:00 AM,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,1,79,-10,593,1,98,30,50,189,60,90,60,150,64,0
918,10/1/2013 12:00:00 AM,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,1,96,-15,683,1,134,87,25,245,80,120,40,200,117,0
432,11/1/2013 12:00:00 AM,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,1,225,28,1272,1,265,69,258,522,260,320,230,580,91,0
806,11/1/2013 12:00:00 AM,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,1,75,48,-1050,1,114,24,88,201,50,90,40,140,55,0
915,11/1/2013 12:00:00 AM,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,1,118,88,930,1,172,33,188,309,90,130,100,220,45,0
580,11/1/2013 12:00:00 AM,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,1,78,52,798,1,119,25,92,210,60,90,40,150,57,0
918,11/1/2013 12:00:00 AM,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,1,88,15,561,1,112,29,105,213,100,130,90,230,41,0
405,11/1/2013 12:00:00 AM,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,1,102,72,-2003,1,143,31,132,261,80,100,60,180,54,0
985,11/1/2013 12:00:00 AM,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,1,101,46,552,1,130,33,126,246,90,120,80,210,45,0
505,11/1/2013 12:00:00 AM,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,1,15,3,848,1,24,4,13,42,10,20,10,30,15,0
337,11/1/2013 12:00:00 AM,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,1,82,16,601,1,102,31,56,196,70,100,40,170,64,0
405,11/1/2013 12:00:00 AM,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,1,94,2,694,1,130,85,22,239,80,120,20,200,115,0
409,12/1/2013 12:00:00 AM,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,1,241,39,1321,1,284,74,279,559,280,340,240,620,96,0
254,12/1/2013 12:00:00 AM,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,1,123,87,959,1,179,34,197,322,90,140,110,230,46,0
505,12/1/2013 12:00:00 AM,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,1,92,-16,1898,1,68,28,24,171,100,90,40,190,52,0
918,12/1/2013 12:00:00 AM,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,1,88,47,817,1,133,29,107,236,60,110,60,170,61,0
985,12/1/2013 12:00:00 AM,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,1,49,-2,845,1,71,13,68,128,50,90,70,140,25,0
505,12/1/2013 12:00:00 AM,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,1,48,-10,462,1,74,15,40,130,50,90,50,140,47,0
580,12/1/2013 12:00:00 AM,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,1,81,-2,551,1,104,26,98,197,90,130,100,220,38,0
505,12/1/2013 12:00:00 AM,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,1,20,-12,-598,1,25,7,-22,48,10,20,-10,30,40,0
918,12/1/2013 12:00:00 AM,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,1,134,90,-2248,1,186,41,180,341,100,140,90,240,65,0
985,12/1/2013 12:00:00 AM,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,1,94,44,540,1,120,31,114,228,80,110,70,190,43,0
505,12/1/2013 12:00:00 AM,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,1,16,3,851,1,25,4,13,44,10,20,10,30,16,0
580,12/1/2013 12:00:00 AM,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,1,105,0,716,1,145,95,30,266,90,140,30,230,125,0
860,10/1/2012 12:00:00 AM,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,1,125,-15,1119,1,188,41,115,313,100,160,130,260,73,0
203,10/1/2012 12:00:00 AM,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,1,60,-39,606,1,84,54,1,144,40,90,40,130,83,0
203,11/1/2012 12:00:00 AM,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,1,130,-8,1134,1,195,42,122,325,110,180,130,290,73,0
203,12/1/2012 12:00:00 AM,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,1,115,-5,1166,1,174,37,105,289,100,160,110,260,69,0
203,10/1/2013 12:00:00 AM,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,1,125,41,1119,1,188,41,171,334,100,160,130,260,73,0
959,10/1/2013 12:00:00 AM,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,1,60,-39,606,1,84,54,1,153,40,90,40,130,83,0
203,11/1/2013 12:00:00 AM,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,1,130,51,1134,1,195,42,181,346,110,180,130,290,73,0
959,12/1/2013 12:00:00 AM,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,1,115,46,1166,1,174,37,156,308,100,160,110,260,69,0
561,10/1/2012 12:00:00 AM,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,1,91,-14,656,1,127,28,76,218,70,110,90,180,51,0
239,10/1/2012 12:00:00 AM,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,1,86,-30,547,1,116,28,60,202,70,110,90,180,56,0
407,10/1/2012 12:00:00 AM,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,1,82,-26,788,1,123,27,64,205,60,110,90,170,59,0
857,10/1/2012 12:00:00 AM,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,1,72,18,-3004,1,402,23,348,474,50,350,330,400,54,0
315,10/1/2012 12:00:00 AM,East,Major Market,Colombian,Beans,Coffee,New York,Regular,1,260,17,2548,1,390,91,247,650,210,330,230,540,143,0
239,10/1/2012 12:00:00 AM,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,1,96,-32,683,1,134,87,18,230,80,130,50,210,116,0
845,10/1/2012 12:00:00 AM,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,1,125,-32,3142,1,-56,113,-202,69,110,-60,-170,50,146,0
781,10/1/2012 12:00:00 AM,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,1,161,-28,1267,1,161,45,92,322,140,160,120,300,69,0
718,10/1/2012 12:00:00 AM,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,1,239,-15,1197,1,526,66,435,765,210,510,450,720,91,0
386,10/1/2012 12:00:00 AM,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,1,22,-10,573,1,29,7,10,51,0,20,20,20,19,0
845,10/1/2012 12:00:00 AM,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,1,255,59,1622,1,258,96,129,513,140,150,70,290,129,0
315,10/1/2012 12:00:00 AM,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,1,239,-70,4360,1,-75,74,-170,164,130,-50,-100,80,95,0
516,10/1/2012 12:00:00 AM,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,1,108,-25,971,1,157,30,115,265,110,170,140,280,42,0
716,10/1/2012 12:00:00 AM,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,1,123,-26,915,1,179,34,134,302,130,190,160,320,45,0
518,10/1/2012 12:00:00 AM,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,1,76,-22,580,1,111,21,78,187,80,120,100,200,33,0
772,11/1/2012 12:00:00 AM,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,1,102,-1,666,1,143,31,89,245,90,130,90,220,54,0
561,11/1/2012 12:00:00 AM,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,1,77,-9,557,1,103,25,51,180,70,100,60,170,52,0
754,11/1/2012 12:00:00 AM,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,1,78,3,798,1,119,25,63,197,70,100,60,170,56,0
978,11/1/2012 12:00:00 AM,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,1,75,24,-3287,1,379,24,324,454,60,340,300,400,55,0
347,11/1/2012 12:00:00 AM,East,Major Market,Colombian,Beans,Coffee,New York,Regular,1,249,6,2580,1,374,87,236,623,220,340,230,560,138,0
754,11/1/2012 12:00:00 AM,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,1,94,-5,694,1,130,85,15,224,90,120,20,210,115,0
347,11/1/2012 12:00:00 AM,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,1,121,-12,3385,1,-60,109,-202,61,110,-60,-190,50,142,0
508,11/1/2012 12:00:00 AM,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,1,181,-12,1283,1,182,50,108,363,170,180,120,350,74,0
646,11/1/2012 12:00:00 AM,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,1,211,-9,933,1,464,59,381,675,200,460,390,660,83,0
561,11/1/2012 12:00:00 AM,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,1,22,1,570,1,30,7,11,52,10,20,10,30,19,0
631,11/1/2012 12:00:00 AM,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,1,245,64,1704,1,331,93,204,576,180,240,140,420,127,0
